LABELS
SEPARATOR TAB
DATA
Bacteria_D	Bacteria (D)
Thermincolaceae_F	Thermincolaceae (F) NF=16.0
Thermincola_G	Thermincola (G) NF=16.0
Proteinivoracaceae_F	Proteinivoracaceae (F) NF=1.9
Anaerobranca_G	Anaerobranca (G) NF=2.8
Proteinivorax_G	Proteinivorax (G) NF=1.0
Desulfocucumaceae_F	Desulfocucumaceae (F) NF=1.0
Desulfocucumis_G	Desulfocucumis (G) NF=2.0
Butyricicoccaceae_F	Butyricicoccaceae (F)
Butyricicoccus_G	Butyricicoccus (G) NF=2.3
Agathobaculum_G	Agathobaculum (G) NF=0.1
Intestinibacillus_G	Intestinibacillus (G) NF=0.4
Acutalibacteraceae_F	Acutalibacteraceae (F)
Acutalibacter_G	Acutalibacter (G) NF=0.1
Caproiciproducens_G	Caproiciproducens (G) NF=10.9
Eubacteriales_incertae_sedis_N	Eubacteriales incertae sedis (N)
Intestinimonas_G	Intestinimonas (G) NF=2.6
Sulfobacillus_G	Sulfobacillus (G) NF=6.4
Thermaerobacter_G	Thermaerobacter (G) NF=2.2
Fusibacter_G	Fusibacter (G) NF=21.3
Fenollaria_G	Fenollaria (G) NF=2.4
Proteiniborus_G	Proteiniborus (G) NF=2.2
Carboxydocella_G	Carboxydocella (G) NF=0.2
Colidextribacter_G	Colidextribacter (G) NF=79.0
Desulfurisporaceae_F	Desulfurisporaceae (F)
Desulfurispora_G	Desulfurispora (G) NF=18.5
Peptostreptococcales_O	Peptostreptococcales (O)
Peptostreptococcaceae_F	Peptostreptococcaceae (F) NF=3.2
Clostridioides_G	Clostridioides (G) NF=0.3
Romboutsia_G	Romboutsia (G) NF=3.4
Paraclostridium_G	Paraclostridium (G) NF=1.8
Peptostreptococcus_G	Peptostreptococcus (G) NF=3.5
Intestinibacter_G	Intestinibacter (G) NF=2.0
Terrisporobacter_G	Terrisporobacter (G) NF=2.5
Tepidibacter_G	Tepidibacter (G) NF=1.6
Paeniclostridium_G	Paeniclostridium (G) NF=2.7
Asaccharospora_G	Asaccharospora (G) NF=2.0
Anaerovoracaceae_F	Anaerovoracaceae (F) NF=6.9
Mogibacterium_G	Mogibacterium (G) NF=13.1
Aminipila_G	Aminipila (G) NF=0.2
Mobilibacterium_G	Mobilibacterium (G) NF=0.5
Anaerovorax_G	Anaerovorax (G) NF=48.5
Aminicella_G	Aminicella (G) NF=3.0
Casaltella_G	Casaltella (G) NF=1.0
Bacilliculturomica_G	Bacilliculturomica (G) NF=1.0
Ihubacter_G	Ihubacter (G) NF=2.0
Filifactoraceae_F	Filifactoraceae (F)
Filifactor_G	Filifactor (G) NF=2.5
Acetoanaerobium_G	Acetoanaerobium (G) NF=5.5
Peptoanaerobacter_G	Peptoanaerobacter (G) NF=0.5
Proteocatella_G	Proteocatella (G) NF=4.5
Criibacterium_G	Criibacterium (G) NF=0.5
Natronincolaceae_F	Natronincolaceae (F)
Alkaliphilus_G	Alkaliphilus (G) NF=4.5
Serpentinicella_G	Serpentinicella (G) NF=4.0
Natronincola_G	Natronincola (G) NF=3.0
Anaerovirgula_G	Anaerovirgula (G) NF=3.0
Acidaminobacteraceae_F	Acidaminobacteraceae (F)
Acidaminobacter_G	Acidaminobacter (G) NF=10.8
Peptoclostridiaceae_F	Peptoclostridiaceae (F)
Peptoclostridium_G	Peptoclostridium (G) NF=9.0
Tindalliaceae_F	Tindalliaceae (F)
Tindallia_G	Tindallia (G) NF=2.2
Thermotaleaceae_F	Thermotaleaceae (F)
Anaerosolibacter_G	Anaerosolibacter (G) NF=0.7
Geosporobacter_G	Geosporobacter (G) NF=1.7
Marinisporobacter_G	Marinisporobacter (G) NF=1.5
Anaeromicrobium_G	Anaeromicrobium (G) NF=1.0
Thermotalea_G	Thermotalea (G) NF=2.0
Caminicellaceae_F	Caminicellaceae (F)
Maledivibacter_G	Maledivibacter (G) NF=0.5
Caminicella_G	Caminicella (G) NF=20.0
Paramaledivibacter_G	Paramaledivibacter (G) NF=8.0
Christensenellales_O	Christensenellales (O)
Christensenellaceae_F	Christensenellaceae (F) NF=15.7
Christensenella_G	Christensenella (G) NF=0.0
Thermoanaerobacterales_O	Thermoanaerobacterales (O)
Thermoanaerobacteraceae_F	Thermoanaerobacteraceae (F) NF=3.4
Thermoanaerobacter_G	Thermoanaerobacter (G) NF=2.3
Thermoanaerobacterium_G	Thermoanaerobacterium (G) NF=1.1
Caldanaerobacter_G	Caldanaerobacter (G) NF=14.0
Thermacetogenium_G	Thermacetogenium (G) NF=3.0
Carboxydothermus_G	Carboxydothermus (G) NF=1.8
Desulfovirgula_G	Desulfovirgula (G) NF=0.7
Ammonifex_G	Ammonifex (G) NF=0.3
Gelria_G	Gelria (G) NF=12.0
Caldanaerobius_G	Caldanaerobius (G) NF=2.0
Thermodesulfitimonas_G	Thermodesulfitimonas (G) NF=10.0
Syntrophaceticus_G	Syntrophaceticus (G) NF=8.0
Mahella_G	Mahella (G) NF=1.5
Halanaerobiales_O	Halanaerobiales (O)
Halanaerobiaceae_F	Halanaerobiaceae (F) NF=5.8
Halanaerobium_G	Halanaerobium (G) NF=5.3
Halocella_G	Halocella (G) NF=24.0
Halobacteroidaceae_F	Halobacteroidaceae (F) NF=4.2
Orenia_G	Orenia (G) NF=10.0
Natroniella_G	Natroniella (G) NF=1.0
Halanaerobacter_G	Halanaerobacter (G) NF=3.5
Selenihalanaerobacter_G	Selenihalanaerobacter (G) NF=1.0
Fuchsiella_G	Fuchsiella (G) NF=4.0
Sporohalobacter_G	Sporohalobacter (G) NF=2.0
Halobacteroides_G	Halobacteroides (G) NF=3.0
Halonatronum_G	Halonatronum (G) NF=3.0
Acetohalobium_G	Acetohalobium (G) NF=3.0
Halothermotrichaceae_F	Halothermotrichaceae (F)
Halothermothrix_G	Halothermothrix (G) NF=1.0
Halanaerobiales_incertae_sedis_N	Halanaerobiales incertae sedis (N)
Anoxybacter_G	Anoxybacter (G) NF=1.0
Halarsenatibacteraceae_F	Halarsenatibacteraceae (F)
Halarsenatibacter_G	Halarsenatibacter (G) NF=8.0
Thermosediminibacterales_O	Thermosediminibacterales (O)
Tepidanaerobacteraceae_F	Tepidanaerobacteraceae (F) NF=2.9
Tepidanaerobacter_G	Tepidanaerobacter (G) NF=3.6
Thermosediminibacteraceae_F	Thermosediminibacteraceae (F) NF=1.7
Thermosediminibacter_G	Thermosediminibacter (G) NF=2.5
Caldanaerovirga_G	Caldanaerovirga (G) NF=1.0
Fervidicola_G	Fervidicola (G) NF=1.0
Thermovenabulum_G	Thermovenabulum (G) NF=5.0
Caldicoprobacterales_O	Caldicoprobacterales (O)
Caldicoprobacteraceae_F	Caldicoprobacteraceae (F) NF=21.4
Caldicoprobacter_G	Caldicoprobacter (G) NF=25.0
Natranaerobiales_O	Natranaerobiales (O)
Natranaerobiaceae_F	Natranaerobiaceae (F) NF=14.0
Natranaerobius_G	Natranaerobius (G) NF=5.5
Neomorellales_O	Neomorellales (O)
Neomoorellaceae_F	Neomoorellaceae (F)
Neomoorella_G	Neomoorella (G) NF=2.8
Thermanaeromonas_G	Thermanaeromonas (G) NF=5.0
Desulfitibacteraceae_F	Desulfitibacteraceae (F)
Desulfitibacter_G	Desulfitibacter (G) NF=29.0
Calderihabitantaceae_F	Calderihabitantaceae (F)
Calderihabitans_G	Calderihabitans (G) NF=1.0
Monoglobales_O	Monoglobales (O)
Monoglobaceae_F	Monoglobaceae (F)
Monoglobus_G	Monoglobus (G) NF=115.0
Lutisporales_O	Lutisporales (O)
Lutisporaceae_F	Lutisporaceae (F)
Lutispora_G	Lutispora (G) NF=27.3
Erysipelotrichia_C	Erysipelotrichia (C)
Erysipelotrichales_O	Erysipelotrichales (O)
Erysipelotrichaceae_F	Erysipelotrichaceae (F) NF=3.9
Faecalibaculum_G	Faecalibaculum (G) NF=75.5
Dubosiella_G	Dubosiella (G) NF=6.7
Erysipelothrix_G	Erysipelothrix (G) NF=6.9
Solobacterium_G	Solobacterium (G) NF=4.7
Holdemanella_G	Holdemanella (G) NF=9.4
Bulleidia_G	Bulleidia (G) NF=0.6
Longicatena_G	Longicatena (G) NF=0.1
Allobaculum_G	Allobaculum (G) NF=1.9
Faecalitalea_G	Faecalitalea (G) NF=1.5
Merdibacter_G	Merdibacter (G) NF=0.3
Faecalicoccus_G	Faecalicoccus (G) NF=0.6
Holdemania_G	Holdemania (G) NF=0.6
Anaerorhabdus_G	Anaerorhabdus (G) NF=0.5
Breznakia_G	Breznakia (G) NF=0.5
Amedibacterium_G	Amedibacterium (G) NF=0.4
Dielma_G	Dielma (G) NF=22.0
Catenisphaera_G	Catenisphaera (G) NF=19.0
Coprobacillaceae_F	Coprobacillaceae (F) NF=0.6
Catenibacterium_G	Catenibacterium (G) NF=6.2
Coprobacillus_G	Coprobacillus (G) NF=0.1
Kandleria_G	Kandleria (G) NF=0.1
Sharpea_G	Sharpea (G) NF=0.7
Eggerthia_G	Eggerthia (G) NF=2.0
Turicibacteraceae_F	Turicibacteraceae (F) NF=5.8
Turicibacter_G	Turicibacter (G) NF=6.1
Negativicutes_C	Negativicutes (C)
Veillonellales_O	Veillonellales (O)
Veillonellaceae_F	Veillonellaceae (F) NF=3.2
Veillonella_G	Veillonella (G) NF=3.7
Dialister_G	Dialister (G) NF=9.7
Megasphaera_G	Megasphaera (G) NF=1.3
Negativicoccus_G	Negativicoccus (G) NF=1.7
Allisonella_G	Allisonella (G) NF=2.0
Anaeroglobus_G	Anaeroglobus (G) NF=0.2
Quinella_G	Quinella (G) NF=13.0
Acidaminococcales_O	Acidaminococcales (O)
Acidaminococcaceae_F	Acidaminococcaceae (F) NF=7.6
Phascolarctobacterium_G	Phascolarctobacterium (G) NF=11.5
Acidaminococcus_G	Acidaminococcus (G) NF=1.6
Succiniclasticum_G	Succiniclasticum (G) NF=34.0
Succinispira_G	Succinispira (G) NF=4.0
Selenomonadales_O	Selenomonadales (O)
Selenomonadaceae_F	Selenomonadaceae (F) NF=4.3
Selenomonas_G	Selenomonas (G) NF=4.6
Mitsuokella_G	Mitsuokella (G) NF=1.9
Megamonas_G	Megamonas (G) NF=4.7
Anaerovibrio_G	Anaerovibrio (G) NF=5.8
Pectinatus_G	Pectinatus (G) NF=1.3
Propionispira_G	Propionispira (G) NF=7.5
Sporomusaceae_F	Sporomusaceae (F) NF=6.0
Sporomusa_G	Sporomusa (G) NF=2.8
Pelosinus_G	Pelosinus (G) NF=5.9
Anaerospora_G	Anaerospora (G) NF=18.0
Anaeromusa_G	Anaeromusa (G) NF=0.3
Methylomusa_G	Methylomusa (G) NF=1.0
Propionispora_G	Propionispora (G) NF=2.0
Dendrosporobacter_G	Dendrosporobacter (G) NF=4.0
Thermosinus_G	Thermosinus (G) NF=9.0
Negativicutes_incertae_sedis_N	Negativicutes incertae sedis (N)
Acetonemataceae_F	Acetonemataceae (F)
Anaerosporomusa_G	Anaerosporomusa (G) NF=7.5
Acetonema_G	Acetonema (G) NF=1.5
Tissierellia_C	Tissierellia (C)
Tissierellales_O	Tissierellales (O)
Peptoniphilaceae_F	Peptoniphilaceae (F) NF=2.8
Anaerococcus_G	Anaerococcus (G) NF=3.4
Peptoniphilus_G	Peptoniphilus (G) NF=2.5
Finegoldia_G	Finegoldia (G) NF=5.6
Parvimonas_G	Parvimonas (G) NF=3.0
Helcococcus_G	Helcococcus (G) NF=4.9
Murdochiella_G	Murdochiella (G) NF=2.2
Gallicola_G	Gallicola (G) NF=7.0
Anaerosphaera_G	Anaerosphaera (G) NF=1.0
Tissierellaceae_F	Tissierellaceae (F) NF=3.8
Tissierella_G	Tissierella (G) NF=6.0
Soehngenia_G	Soehngenia (G) NF=4.2
Sporanaerobacteraceae_F	Sporanaerobacteraceae (F) NF=2.9
Anaerosalibacter_G	Anaerosalibacter (G) NF=2.8
Sporanaerobacter_G	Sporanaerobacter (G) NF=3.0
Thermohalobacteraceae_F	Thermohalobacteraceae (F) NF=3.6
Caloranaerobacter_G	Caloranaerobacter (G) NF=2.0
Sporosalibacterium_G	Sporosalibacterium (G) NF=3.0
Caldisalinibacter_G	Caldisalinibacter (G) NF=1.0
Thermohalobacter_G	Thermohalobacter (G) NF=1.0
Clostridiisalibacter_G	Clostridiisalibacter (G) NF=17.0
Tepidimicrobiaceae_F	Tepidimicrobiaceae (F) NF=11.7
Tepidimicrobium_G	Tepidimicrobium (G) NF=32.0
Keratinibaculum_G	Keratinibaculum (G) NF=6.0
Gottschalkiaceae_F	Gottschalkiaceae (F) NF=2.4
Gottschalkia_G	Gottschalkia (G) NF=6.0
Tissierellia_incertae_sedis_N	Tissierellia incertae sedis (N)
Sedimentibacter_G	Sedimentibacter (G) NF=11.9
Ezakiella_G	Ezakiella (G) NF=4.2
Dethiosulfatibacter_G	Dethiosulfatibacter (G) NF=15.5
Kallipyga_G	Kallipyga (G) NF=0.5
Limnochordia_C	Limnochordia (C)
Limnochordales_O	Limnochordales (O)
Limnochordaceae_F	Limnochordaceae (F) NF=35.0
Limnochorda_G	Limnochorda (G) NF=3.5
Desulfuribacillia_C	Desulfuribacillia (C)
Desulfuribacillales_O	Desulfuribacillales (O)
Desulfuribacillaceae_F	Desulfuribacillaceae (F) NF=5.0
Desulfuribacillus_G	Desulfuribacillus (G) NF=5.0
Bacillota_sensu_stricto_incertae_sedis_N	Bacillota sensu stricto incertae sedis (N)
Negativibacillus_G	Negativibacillus (G) NF=10.0
Ndongobacter_G	Ndongobacter (G) NF=0.5
Hydrogenispora_G	Hydrogenispora (G) NF=63.5
Bacillota_incertae_sedis_N	Bacillota incertae sedis (N)
Caldicellulosiruptorales_O	Caldicellulosiruptorales (O)
Caldicellulosiruptoraceae_F	Caldicellulosiruptoraceae (F)
Caldicellulosiruptor_G	Caldicellulosiruptor (G) NF=5.8
Dethiobacteria_C	Dethiobacteria (C)
Dethiobacterales_O	Dethiobacterales (O)
Dethiobacteraceae_F	Dethiobacteraceae (F)
Dethiobacter_G	Dethiobacter (G) NF=25.3
Actinomycetota_P	Actinomycetota (P) NF=0.9
Actinomycetes_C	Actinomycetes (C)
Mycobacteriales_O	Mycobacteriales (O)
Mycobacteriaceae_F	Mycobacteriaceae (F) NF=0.5
Mycobacterium_G	Mycobacterium (G) NF=0.8
Mycolicibacterium_G	Mycolicibacterium (G) NF=0.0
Mycolicibacter_G	Mycolicibacter (G) NF=0.0
Corynebacteriaceae_F	Corynebacteriaceae (F) NF=1.3
Corynebacterium_G	Corynebacterium (G) NF=1.3
Nocardiaceae_F	Nocardiaceae (F) NF=0.3
Nocardia_G	Nocardia (G) NF=0.3
Williamsia_G	Williamsia (G) NF=0.7
Smaragdicoccus_G	Smaragdicoccus (G) NF=2.0
Gordoniaceae_F	Gordoniaceae (F) NF=0.4
Skermania_G	Skermania (G) NF=0.5
Millisia_G	Millisia (G) NF=1.0
Dietziaceae_F	Dietziaceae (F) NF=0.8
Dietzia_G	Dietzia (G) NF=0.8
Tsukamurellaceae_F	Tsukamurellaceae (F) NF=0.4
Tsukamurella_G	Tsukamurella (G) NF=0.4
Lawsonellaceae_F	Lawsonellaceae (F) NF=14.0
Lawsonella_G	Lawsonella (G) NF=14.0
Segniliparaceae_F	Segniliparaceae (F) NF=1.5
Segniliparus_G	Segniliparus (G) NF=0.5
Corynebacteriales_incertae_sedis_N	Corynebacteriales incertae sedis (N)
Tomitella_G	Tomitella (G) NF=0.6
Fodinicola_G	Fodinicola (G) NF=0.5
Hoyosellaceae_F	Hoyosellaceae (F)
Hoyosella_G	Hoyosella (G) NF=0.5
Kitasatosporales_O	Kitasatosporales (O)
Streptomycetaceae_F	Streptomycetaceae (F) NF=0.2
Streptomyces_G	Streptomyces (G) NF=0.2
Kitasatospora_G	Kitasatospora (G) NF=0.1
Streptacidiphilus_G	Streptacidiphilus (G) NF=0.7
Embleya_G	Embleya (G) NF=0.1
Yinghuangia_G	Yinghuangia (G) NF=0.2
Bifidobacteriales_O	Bifidobacteriales (O)
Bifidobacteriaceae_F	Bifidobacteriaceae (F) NF=0.4
Bifidobacterium_G	Bifidobacterium (G) NF=0.6
Gardnerella_G	Gardnerella (G) NF=0.0
Aeriscardovia_G	Aeriscardovia (G) NF=1.0
Alloscardovia_G	Alloscardovia (G) NF=0.8
Scardovia_G	Scardovia (G) NF=1.3
Parascardovia_G	Parascardovia (G) NF=0.5
Pseudoscardovia_G	Pseudoscardovia (G) NF=1.0
Bombiscardovia_G	Bombiscardovia (G) NF=0.3
Galliscardovia_G	Galliscardovia (G) NF=1.0
Micrococcales_O	Micrococcales (O)
Microbacteriaceae_F	Microbacteriaceae (F) NF=0.5
Microbacterium_G	Microbacterium (G) NF=0.5
Clavibacter_G	Clavibacter (G) NF=0.2
Curtobacterium_G	Curtobacterium (G) NF=0.2
Rathayibacter_G	Rathayibacter (G) NF=0.1
Cryobacterium_G	Cryobacterium (G) NF=0.1
Leucobacter_G	Leucobacter (G) NF=1.1
Luna_cluster_N	Luna cluster (N)
Rhodoluna_G	Rhodoluna (G) NF=1.5
Agromyces_G	Agromyces (G) NF=0.8
Leifsonia_G	Leifsonia (G) NF=0.4
Pontimonas_G	Pontimonas (G) NF=0.3
Frigoribacterium_G	Frigoribacterium (G) NF=0.1
Salinibacterium_G	Salinibacterium (G) NF=0.2
Pseudoclavibacter_G	Pseudoclavibacter (G) NF=0.7
Agrococcus_G	Agrococcus (G) NF=0.7
Aurantimicrobium_G	Aurantimicrobium (G) NF=1.8
Microcella_G	Microcella (G) NF=0.2
Gulosibacter_G	Gulosibacter (G) NF=0.4
Plantibacter_G	Plantibacter (G) NF=0.1
Mycetocola_G	Mycetocola (G) NF=0.4
Herbiconiux_G	Herbiconiux (G) NF=0.1
Amnibacterium_G	Amnibacterium (G) NF=0.9
Subtercola_G	Subtercola (G) NF=0.6
Agreia_G	Agreia (G) NF=0.2
Naasia_G	Naasia (G) NF=0.5
Galbitalea_G	Galbitalea (G) NF=3.0
Frondihabitans_G	Frondihabitans (G) NF=0.5
Schumannella_G	Schumannella (G) NF=0.6
Gryllotalpicola_G	Gryllotalpicola (G) NF=0.9
Marisediminicola_G	Marisediminicola (G) NF=0.7
Humibacter_G	Humibacter (G) NF=0.8
Homoserinimonas_G	Homoserinimonas (G) NF=0.3
Microterricola_G	Microterricola (G) NF=0.5
Labedella_G	Labedella (G) NF=0.2
Canibacter_G	Canibacter (G) NF=0.3
Glaciibacter_G	Glaciibacter (G) NF=0.3
Diaminobutyricimonas_G	Diaminobutyricimonas (G) NF=0.8
Conyzicola_G	Conyzicola (G) NF=0.7
Cnuibacter_G	Cnuibacter (G) NF=0.5
Parafrigoribacterium_G	Parafrigoribacterium (G) NF=7.3
Homoserinibacter_G	Homoserinibacter (G) NF=0.3
Alpinimonas_G	Alpinimonas (G) NF=0.5
Okibacterium_G	Okibacterium (G) NF=1.5
Klugiella_G	Klugiella (G) NF=2.0
Lysinimonas_G	Lysinimonas (G) NF=5.0
Compostimonas_G	Compostimonas (G) NF=1.0
Luethyella_G	Luethyella (G) NF=1.0
Micrococcaceae_F	Micrococcaceae (F) NF=0.9
Arthrobacter_G	Arthrobacter (G) NF=0.7
Micrococcus_G	Micrococcus (G) NF=2.0
Kocuria_G	Kocuria (G) NF=1.2
Pseudarthrobacter_G	Pseudarthrobacter (G) NF=0.8
Paenarthrobacter_G	Paenarthrobacter (G) NF=0.2
Glutamicibacter_G	Glutamicibacter (G) NF=1.2
Nesterenkonia_G	Nesterenkonia (G) NF=0.6
Citricoccus_G	Citricoccus (G) NF=0.5
Sinomonas_G	Sinomonas (G) NF=0.5
Paeniglutamicibacter_G	Paeniglutamicibacter (G) NF=0.3
Auritidibacter_G	Auritidibacter (G) NF=0.3
Yaniella_G	Yaniella (G) NF=0.8
Pseudoglutamicibacter_G	Pseudoglutamicibacter (G) NF=1.0
Enteractinococcus_G	Enteractinococcus (G) NF=1.2
Zhihengliuella_G	Zhihengliuella (G) NF=0.5
Neomicrococcus_G	Neomicrococcus (G) NF=0.3
Renibacterium_G	Renibacterium (G) NF=0.5
Psychromicrobium_G	Psychromicrobium (G) NF=0.5
Falsarthrobacter_G	Falsarthrobacter (G) NF=1.0
Acaricomes_G	Acaricomes (G) NF=2.0
Haematomicrobium_G	Haematomicrobium (G) NF=1.0
Garicola_G	Garicola (G) NF=5.0
Intrasporangiaceae_F	Intrasporangiaceae (F) NF=1.1
Janibacter_G	Janibacter (G) NF=0.5
Phycicoccus_G	Phycicoccus (G) NF=0.2
Ornithinibacter_G	Ornithinibacter (G) NF=0.5
Pedococcus_G	Pedococcus (G) NF=0.2
Terrabacter_G	Terrabacter (G) NF=0.4
Knoellia_G	Knoellia (G) NF=0.4
Lapillicoccus_G	Lapillicoccus (G) NF=6.0
Arsenicicoccus_G	Arsenicicoccus (G) NF=0.3
Intrasporangium_G	Intrasporangium (G) NF=1.1
Humibacillus_G	Humibacillus (G) NF=1.7
Aquipuribacter_G	Aquipuribacter (G) NF=1.0
Ornithinicoccus_G	Ornithinicoccus (G) NF=3.0
Marihabitans_G	Marihabitans (G) NF=0.5
Oryzihumus_G	Oryzihumus (G) NF=12.0
Kribbia_G	Kribbia (G) NF=3.0
Cellulomonadaceae_F	Cellulomonadaceae (F) NF=0.6
Cellulomonas_G	Cellulomonas (G) NF=0.6
Actinotalea_G	Actinotalea (G) NF=0.8
Oerskovia_G	Oerskovia (G) NF=0.5
Pseudactinotalea_G	Pseudactinotalea (G) NF=0.7
Paraoerskovia_G	Paraoerskovia (G) NF=2.0
Brevibacteriaceae_F	Brevibacteriaceae (F) NF=0.8
Brevibacterium_G	Brevibacterium (G) NF=0.8
Sediminivirga_G	Sediminivirga (G) NF=1.0
Spelaeicoccus_G	Spelaeicoccus (G) NF=2.0
Promicromonosporaceae_F	Promicromonosporaceae (F) NF=0.6
Cellulosimicrobium_G	Cellulosimicrobium (G) NF=0.8
Isoptericola_G	Isoptericola (G) NF=0.5
Promicromonospora_G	Promicromonospora (G) NF=0.5
Xylanimonas_G	Xylanimonas (G) NF=0.3
Myceligenerans_G	Myceligenerans (G) NF=1.6
Krasilnikoviella_G	Krasilnikoviella (G) NF=1.0
Dermabacteraceae_F	Dermabacteraceae (F) NF=0.9
Brachybacterium_G	Brachybacterium (G) NF=0.9
Dermabacter_G	Dermabacter (G) NF=0.7
Helcobacillus_G	Helcobacillus (G) NF=3.5
Devriesea_G	Devriesea (G) NF=1.0
Dermatophilaceae_F	Dermatophilaceae (F) NF=3.0
Dermatophilus_G	Dermatophilus (G) NF=1.5
Austwickia_G	Austwickia (G) NF=0.5
Mobilicoccus_G	Mobilicoccus (G) NF=1.0
Kineosphaera_G	Kineosphaera (G) NF=0.5
Demequinaceae_F	Demequinaceae (F) NF=0.6
Demequina_G	Demequina (G) NF=0.5
Dermacoccaceae_F	Dermacoccaceae (F) NF=0.4
Dermacoccus_G	Dermacoccus (G) NF=0.3
Yimella_G	Yimella (G) NF=0.2
Flexivirga_G	Flexivirga (G) NF=0.3
Branchiibius_G	Branchiibius (G) NF=0.2
Barrientosiimonas_G	Barrientosiimonas (G) NF=0.5
Luteipulveratus_G	Luteipulveratus (G) NF=0.3
Calidifontibacter_G	Calidifontibacter (G) NF=0.5
Demetria_G	Demetria (G) NF=2.0
Rudaeicoccus_G	Rudaeicoccus (G) NF=1.0
Ornithinimicrobiaceae_F	Ornithinimicrobiaceae (F) NF=0.6
Ornithinimicrobium_G	Ornithinimicrobium (G) NF=0.7
Serinicoccus_G	Serinicoccus (G) NF=0.4
Bogoriellaceae_F	Bogoriellaceae (F) NF=1.1
Georgenia_G	Georgenia (G) NF=0.9
Ruaniaceae_F	Ruaniaceae (F) NF=0.3
Ruania_G	Ruania (G) NF=0.3
Sanguibacteraceae_F	Sanguibacteraceae (F) NF=2.1
Sanguibacter_G	Sanguibacter (G) NF=1.0
Kytococcaceae_F	Kytococcaceae (F) NF=0.3
Kytococcus_G	Kytococcus (G) NF=0.3
Tropherymataceae_F	Tropherymataceae (F) NF=1.0
Tropheryma_G	Tropheryma (G) NF=1.0
Beutenbergiaceae_F	Beutenbergiaceae (F) NF=1.1
Salana_G	Salana (G) NF=4.0
Miniimonas_G	Miniimonas (G) NF=0.5
Serinibacter_G	Serinibacter (G) NF=0.5
Beutenbergia_G	Beutenbergia (G) NF=1.0
Jonesiaceae_F	Jonesiaceae (F) NF=0.4
Flavimobilis_G	Flavimobilis (G) NF=0.2
Jonesia_G	Jonesia (G) NF=2.0
Rarobacteraceae_F	Rarobacteraceae (F) NF=1.5
Rarobacter_G	Rarobacter (G) NF=1.5
Micrococcales_incertae_sedis_N	Micrococcales incertae sedis (N)
Luteimicrobium_G	Luteimicrobium (G) NF=0.4
Timonella_G	Timonella (G) NF=5.0
Propionibacteriales_O	Propionibacteriales (O)
Propionibacteriaceae_F	Propionibacteriaceae (F) NF=3.7
Cutibacterium_G	Cutibacterium (G) NF=33.5
Propionibacterium_G	Propionibacterium (G) NF=0.6
Tessaracoccus_G	Tessaracoccus (G) NF=1.3
Microlunatus_G	Microlunatus (G) NF=1.7
Acidipropionibacterium_G	Acidipropionibacterium (G) NF=0.7
Propioniciclava_G	Propioniciclava (G) NF=3.8
Luteococcus_G	Luteococcus (G) NF=1.0
Propionimicrobium_G	Propionimicrobium (G) NF=0.6
Brooklawnia_G	Brooklawnia (G) NF=1.0
Granulicoccus_G	Granulicoccus (G) NF=1.0
Raineyella_G	Raineyella (G) NF=0.7
Aestuariimicrobium_G	Aestuariimicrobium (G) NF=6.2
Auraticoccus_G	Auraticoccus (G) NF=0.2
Naumannella_G	Naumannella (G) NF=0.7
Propioniferax_G	Propioniferax (G) NF=2.0
Nocardioidaceae_F	Nocardioidaceae (F) NF=1.6
Nocardioides_G	Nocardioides (G) NF=1.7
Aeromicrobium_G	Aeromicrobium (G) NF=0.5
Marmoricola_G	Marmoricola (G) NF=4.8
Micropruina_G	Micropruina (G) NF=0.8
Propionicimonas_G	Propionicimonas (G) NF=3.7
Mumia_G	Mumia (G) NF=0.3
Friedmanniella_G	Friedmanniella (G) NF=4.7
Tenggerimyces_G	Tenggerimyces (G) NF=2.0
Propionicicella_G	Propionicicella (G) NF=5.5
Thermasporomyces_G	Thermasporomyces (G) NF=2.0
Kribbellaceae_F	Kribbellaceae (F) NF=0.3
Kribbella_G	Kribbella (G) NF=0.3
Actinopolymorphaceae_F	Actinopolymorphaceae (F) NF=0.7
Actinopolymorpha_G	Actinopolymorpha (G) NF=0.8
Actinomycetales_O	Actinomycetales (O)
Actinomycetaceae_F	Actinomycetaceae (F) NF=1.4
Actinomyces_G	Actinomyces (G) NF=2.4
Trueperella_G	Trueperella (G) NF=1.1
Schaalia_G	Schaalia (G) NF=0.6
Arcanobacterium_G	Arcanobacterium (G) NF=0.7
Mobiluncus_G	Mobiluncus (G) NF=0.6
Actinotignum_G	Actinotignum (G) NF=1.0
Varibaculum_G	Varibaculum (G) NF=1.3
Pauljensenia_G	Pauljensenia (G) NF=0.1
Actinobaculum_G	Actinobaculum (G) NF=0.8
Winkia_G	Winkia (G) NF=0.1
Gleimia_G	Gleimia (G) NF=0.2
Flaviflexus_G	Flaviflexus (G) NF=1.2
Buchananella_G	Buchananella (G) NF=0.5
Bowdeniella_G	Bowdeniella (G) NF=1.5
Boudabousia_G	Boudabousia (G) NF=0.3
Micromonosporales_O	Micromonosporales (O)
Micromonosporaceae_F	Micromonosporaceae (F) NF=0.5
Micromonospora_G	Micromonospora (G) NF=0.2
Actinoplanes_G	Actinoplanes (G) NF=0.7
Dactylosporangium_G	Dactylosporangium (G) NF=0.3
Salinispora_G	Salinispora (G) NF=2.4
Catellatospora_G	Catellatospora (G) NF=0.4
Plantactinospora_G	Plantactinospora (G) NF=0.6
Asanoa_G	Asanoa (G) NF=1.2
