taxon_name,level,novelty_factor,taxid,lineage,lineage_taxids
Peptoniphilaceae,family,2.796,1570339,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae,131567;2;1783272;1239;1737404;1737405;1570339
Sphaerotilaceae,family,0.63,2975441,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae,131567;2;3379134;1224;28216;80840;2975441
Anaerovoracaceae,family,6.909,543314,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae,131567;2;1783272;1239;186801;3082720;543314
Rhodanobacteraceae,family,1.986,1775411,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae,131567;2;3379134;1224;1236;135614;1775411
Chlamydiaceae,family,0.156,809,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae,131567;2;3379134;1783257;204428;204429;51291;809
Desulfobacteraceae,family,9.384,213119,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae,131567;2;3379134;200940;3024418;213118;213119
Cyclobacteriaceae,family,4.059,563798,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae,131567;2;3379134;1783270;68336;976;768503;768507;563798
Carnobacteriaceae,family,2.258,186828,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae,131567;2;1783272;1239;91061;186826;186828
Hyphomicrobiaceae,family,6.756,45401,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae,131567;2;3379134;1224;28211;356;45401
Marinobacteraceae,family,1.379,2887365,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae,131567;2;3379134;1224;1236;72274;2887365
Xanthobacteraceae,family,3.346,335928,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae,131567;2;3379134;1224;28211;356;335928
Pyrinomonadaceae,family,109.833,2048906,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Pyrinomonadaceae,131567;2;3379134;57723;1562566;1748771;2048906
Methylobacteriaceae,family,0.647,119045,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae,131567;2;3379134;1224;28211;356;119045
Nitrososphaeraceae,family,9.75,1033997,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae,131567;2157;1783275;651137;1643678;1033996;1033997
Opitutaceae,family,8.54,134623,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae,131567;2;3379134;1783257;74201;414999;415000;134623
Steroidobacteraceae,family,15.308,2689614,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae,131567;2;3379134;1224;1236;3060226;2689614
Gaiellaceae,family,26.571,1154585,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae,131567;2;1783272;201174;1497346;1154584;1154585
Spirochaetaceae,family,27.258,137,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae,131567;2;3379134;203691;203692;136;137
Chlorobiaceae,family,0.056,191412,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae,131567;2;3379134;1783270;68336;1090;191410;191411;191412
Crocinitomicaceae,family,11.27,1853230,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae,131567;2;3379134;1783270;68336;976;117743;200644;1853230
Planococcaceae,family,1.074,186818,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae,131567;2;1783272;1239;91061;1385;186818
Thiovulaceae,family,5.663,2771471,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae,131567;2;3379134;29547;3031852;213849;2771471
Turicibacteraceae,family,5.765,2810281,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae,131567;2;1783272;1239;526524;526525;2810281
Pseudobdellovibrionaceae,family,4.535,213483,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae,131567;2;3379134;3018035;3031418;213481;213483
Hyphomonadaceae,family,2.869,69657,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae,131567;2;3379134;1224;28211;2800060;69657
Acholeplasmataceae,family,3.534,2146,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae,131567;2;1783272;544448;31969;186329;2146
Rhodocyclaceae,family,6.172,75787,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae,131567;2;3379134;1224;28216;206389;75787
Mycoplasmoidaceae,family,0.172,2790998,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae,131567;2;1783272;544448;2790996;2790998
Anaeroplasmataceae,family,22.8,186333,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae,131567;2;1783272;544448;31969;186332;186333
Prolixibacteraceae,family,14.0,1471398,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae,131567;2;3379134;1783270;68336;976;200643;1970189;1471398
Peptococcaceae,family,7.8,186807,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae,131567;2;1783272;1239;186801;186802;186807
Rickettsiaceae,family,2.838,775,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae,131567;2;3379134;1224;28211;766;775
Mycoplasmataceae,family,2.585,2092,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae,131567;2;1783272;544448;31969;2085;2092
Porticoccaceae,family,4.31,1706374,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Porticoccaceae,131567;2;3379134;1224;1236;1706369;1706374
Microcoleaceae,family,0.269,1892252,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252
Bartonellaceae,family,0.054,772,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae,131567;2;3379134;1224;28211;356;772
Nitrosomonadaceae,family,11.27,206379,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae,131567;2;3379134;1224;28216;32003;206379
Woeseiaceae,family,36.125,1738654,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Woeseiales;Woeseiaceae,131567;2;3379134;1224;1236;3104269;1738654
Dysgonomonadaceae,family,5.51,2005520,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae,131567;2;3379134;1783270;68336;976;200643;171549;2005520
Succinivibrionaceae,family,2.673,83763,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae,131567;2;3379134;1224;1236;135624;83763
Verrucomicrobiaceae,family,8.653,203557,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae,131567;2;3379134;1783257;74201;203494;48461;203557
Gallionellaceae,family,5.412,90627,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae,131567;2;3379134;1224;28216;32003;90627
Piscirickettsiaceae,family,1.436,135616,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae,131567;2;3379134;1224;1236;72273;135616
Haloferacaceae,family,0.806,1644056,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae,131567;2157;3366610;28890;2290931;183963;2235;1644056
Halorubraceae,family,0.963,1644056,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae,131567;2157;3366610;28890;2290931;183963;2235;1644056
Microcystaceae,family,0.226,1890449,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Microcystaceae,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890449
Barnesiellaceae,family,4.783,2005519,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae,131567;2;3379134;1783270;68336;976;200643;171549;2005519
Desulfurococcaceae,family,4.394,2272,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae,131567;2157;1783275;28889;183924;114380;2272
Chromatiaceae,family,1.949,1046,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae,131567;2;3379134;1224;1236;135613;1046
Hafniaceae,family,2.579,1903412,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae,131567;2;3379134;1224;1236;91347;1903412
Aerococcaceae,family,1.177,186827,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae,131567;2;1783272;1239;91061;186826;186827
Synergistaceae,family,7.863,649777,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae,131567;2;3384194;508458;649775;649776;649777
Coxiellaceae,family,17.31,118968,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae,131567;2;3379134;1224;1236;118969;118968
Polyangiaceae,family,10.267,49,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae,131567;2;3379134;2818505;3031711;3031712;49
Ectothiorhodospiraceae,family,2.196,72276,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae,131567;2;3379134;1224;1236;135613;72276
Nostocaceae,family,0.774,1162,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae,131567;2;1783272;1798711;1117;3028117;1161;1162
Fibrobacteraceae,family,5.224,204431,cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae,131567;2;3379134;1783270;65842;204430;218872;204431
Methanosarcinaceae,family,1.548,2206,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae,131567;2157;3366610;28890;2290931;224756;94695;2206
Desulfobulbaceae,family,4.255,213121,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae,131567;2;3379134;200940;3031451;3024411;213121
Intrasporangiaceae,family,1.05,85021,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae,131567;2;1783272;201174;1760;85006;85021
Bryobacteraceae,family,65.0,1962910,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae,131567;2;3379134;57723;204432;332160;1962910
Sulfurovaceae,family,15.867,2771472,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurovaceae,131567;2;3379134;29547;3031852;213849;2771472
Alcanivoracaceae,family,1.667,224372,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae,131567;2;3379134;1224;1236;135619;224372
Syntrophomonadaceae,family,5.717,68298,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae,131567;2;1783272;1239;186801;186802;68298
Zoogloeaceae,family,2.918,2008794,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae,131567;2;3379134;1224;28216;206389;2008794
Brachyspiraceae,family,1.333,143786,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae,131567;2;3379134;203691;203692;1643686;143786
Geobacteraceae,family,4.882,213422,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae,131567;2;3379134;200940;3031651;3031668;213422
Aphanizomenonaceae,family,0.513,1892259,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Aphanizomenonaceae,131567;2;1783272;1798711;1117;3028117;1161;1892259
Sulfolobaceae,family,1.299,118883,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae,131567;2157;1783275;28889;183924;2281;118883
Methanoregulaceae,family,2.8,1198451,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanoregulaceae,131567;2157;3366610;28890;2290931;224756;2191;1198451
Sphaerochaetaceae,family,7.923,2791015,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae,131567;2;3379134;203691;203692;136;2791015
Phycisphaeraceae,family,66.211,666507,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae,131567;2;3379134;1783257;203682;666505;666506;666507
Syntrophaceae,family,2.406,213468,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophia;Syntrophales;Syntrophaceae,131567;2;3379134;200940;3031648;2914038;213468
Methanotrichaceae,family,6.833,143067,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanotrichales;Methanotrichaceae,131567;2157;3366610;28890;2290931;224756;2905377;143067
Hymenobacteraceae,family,1.813,1853232,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae,131567;2;3379134;1783270;68336;976;768503;768507;1853232
Holophagaceae,family,5.0,574976,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Holophagales;Holophagaceae,131567;2;3379134;57723;533205;574975;574976
Cytophagaceae,family,4.171,89373,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae,131567;2;3379134;1783270;68336;976;768503;768507;89373
Azospirillaceae,family,2.258,2829815,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae,131567;2;3379134;1224;28211;204441;2829815
Devosiaceae,family,2.008,2831106,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae,131567;2;3379134;1224;28211;356;2831106
Cellulomonadaceae,family,0.647,85016,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae,131567;2;1783272;201174;1760;85006;85016
Leptotrichiaceae,family,6.283,1129771,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae,131567;2;3384189;32066;203490;203491;1129771
Haloarculaceae,family,1.36,1963268,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae,131567;2157;3366610;28890;2290931;183963;2235;1963268
Thiotrichaceae,family,6.315,135617,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae,131567;2;3379134;1224;1236;72273;135617
Bacteriovoracaceae,family,10.349,263369,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae,131567;2;3379134;3018035;3031419;2024979;263369
Elusimicrobiaceae,family,2.0,641876,cellular organisms;Bacteria;Pseudomonadati;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae,131567;2;3379134;74152;641853;641854;641876
Orbaceae,family,0.183,1240483,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae,131567;2;3379134;1224;1236;1240482;1240483
Breoghaniaceae,family,0.055,2821832,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae,131567;2;3379134;1224;28211;356;2821832
Stappiaceae,family,0.633,2821832,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae,131567;2;3379134;1224;28211;356;2821832
Gordoniaceae,family,0.394,85026,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae,131567;2;1783272;201174;1760;85007;85026
Thermaceae,family,2.433,188786,cellular organisms;Bacteria;Thermotogati;Deinococcota;Deinococci;Thermales;Thermaceae,131567;2;3384194;1297;188787;68933;188786
Aquificaceae,family,2.571,64898,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificaceae,131567;2;3379134;200783;187857;32069;64898
Cryomorphaceae,family,14.087,246874,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Cryomorphaceae,131567;2;3379134;1783270;68336;976;117743;200644;246874
Caldilineaceae,family,16.083,475964,cellular organisms;Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae,131567;2;1783272;200795;475962;475963;475964
Myxococcaceae,family,4.471,31,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae,131567;2;3379134;2818505;32015;29;80811;31
Schleiferiaceae,family,16.6,1333713,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Schleiferiaceae,131567;2;3379134;1783270;68336;976;117743;200644;1333713
Brevibacteriaceae,family,0.822,85019,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae,131567;2;1783272;201174;1760;85006;85019
Colwelliaceae,family,1.859,267889,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae,131567;2;3379134;1224;1236;135622;267889
Gemmataceae,family,55.654,1914233,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae,131567;2;3379134;1783257;203682;203683;2691355;1914233
